"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KC478987","1567","Human","6 (NA)","","Canada","N","2012/03/02","Influenza B virus (B/Ontario/0125852/2012)","","","","","","c"
"MH216630","1752","Human","4 (HA)","","Canada","N","2017/04/19","Influenza B virus (B/Ontario/013/2017)","","","","","","nc"
"KC478999","1486","Human","6 (NA)","","Canada","N","2012/02/09","Influenza B virus (B/Ontario/0134209/2012)","","","","","","c"
"MF195825","1803","Human","4 (HA)","","Canada","N","2016/02/08","Influenza B virus (B/Ontario/014/2016)","","","","","","c"
"MH216631","1752","Human","4 (HA)","","Canada","N","2017/04/25","Influenza B virus (B/Ontario/014/2017)","","","","","","nc"
"MF195826","1802","Human","4 (HA)","","Canada","N","2016/02/08","Influenza B virus (B/Ontario/015/2016)","","","","","","c"
"MH216632","1752","Human","4 (HA)","","Canada","N","2017/04/29","Influenza B virus (B/Ontario/015/2017)","","","","","","nc"
"MG910919","1707","Human","4 (HA)","","Canada","N","2018/01/02","Influenza B virus (B/Ontario/015/2018)","","","","","","p"
"KC479001","1573","Human","6 (NA)","","Canada","N","2012/02/14","Influenza B virus (B/Ontario/0151068/2012)","","","","","","c"
"KC478989","1565","Human","6 (NA)","","Canada","N","2012/02/15","Influenza B virus (B/Ontario/0151142/2012)","","","","","","c"
"KC478998","1487","Human","6 (NA)","","Canada","N","2012/02/18","Influenza B virus (B/Ontario/0157913/2012)","","","","","","c"
"MF195827","1780","Human","4 (HA)","","Canada","N","2016/02/04","Influenza B virus (B/Ontario/016/2016)","","","","","","c"
"MG910920","1752","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/016/2018)","","","","","","nc"
"MF195828","1804","Human","4 (HA)","","Canada","N","2016/02/11","Influenza B virus (B/Ontario/017/2016)","","","","","","c"
"MH216634","1752","Human","4 (HA)","","Canada","N","2017/01/27","Influenza B virus (B/Ontario/017/2017)","","","","","","nc"
"MG910921","1752","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/017/2018)","","","","","","nc"
"MF195829","1779","Human","4 (HA)","","Canada","N","2016/02/12","Influenza B virus (B/Ontario/018/2016)","","","","","","c"
"MH216635","1752","Human","4 (HA)","","Canada","N","2017/02/10","Influenza B virus (B/Ontario/018/2017)","","","","","","nc"
"KC479002","1487","Human","6 (NA)","","Canada","N","2012/02/21","Influenza B virus (B/Ontario/0182047/2012)","","","","","","c"
"MF195830","1806","Human","4 (HA)","","Canada","N","2016/02/10","Influenza B virus (B/Ontario/019/2016)","","","","","","c"
"MG910923","1752","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/019/2018)","","","","","","nc"
"KC478990","1520","Human","6 (NA)","","Canada","N","2012/02/28","Influenza B virus (B/Ontario/0198297/2012)","","","","","","c"
"KP864192","1057","Human","4 (HA)","","Canada","N","2014/02/03","Influenza B virus (B/Ontario/02/2014)","","","","","","p"
"MF195831","1815","Human","4 (HA)","","Canada","N","2016/02/12","Influenza B virus (B/Ontario/020/2016)","","","","","","c"
"MH216637","1752","Human","4 (HA)","","Canada","N","2017/02/22","Influenza B virus (B/Ontario/020/2017)","","","","","","nc"
"MH603706","1752","Human","4 (HA)","","Canada","N","2018/01/09","Influenza B virus (B/Ontario/020/2018)","","","","","","nc"
"MF195832","1782","Human","4 (HA)","","Canada","N","2016/02/15","Influenza B virus (B/Ontario/021/2016)","","","","","","c"
"MH216638","1752","Human","4 (HA)","","Canada","N","2017/02/28","Influenza B virus (B/Ontario/021/2017)","","","","","","nc"
"MF195833","1790","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/Ontario/022/2016)","","","","","","c"
"MH216640","1752","Human","4 (HA)","","Canada","N","2017/03/03","Influenza B virus (B/Ontario/023/2017)","","","","","","nc"
"MG910924","1707","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/023/2018)","","","","","","p"
"MF195834","1784","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/Ontario/024/2016)","","","","","","c"
"MG910925","1752","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/024/2018)","","","","","","nc"
"MH216642","1752","Human","4 (HA)","","Canada","N","2017/03/06","Influenza B virus (B/Ontario/025/2017)","","","","","","nc"
"MG910926","1707","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/025/2018)","","","","","","p"
"MF195835","1803","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/Ontario/026/2016)","","","","","","c"
"MF195836","1778","Human","4 (HA)","","Canada","N","2016/02/18","Influenza B virus (B/Ontario/027/2016)","","","","","","c"
"MH216644","1752","Human","4 (HA)","","Canada","N","2017/03/15","Influenza B virus (B/Ontario/027/2017)","","","","","","nc"
"MG910928","1707","Human","4 (HA)","","Canada","N","2018/01/09","Influenza B virus (B/Ontario/027/2018)","","","","","","p"
"MF195837","1778","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/Ontario/028/2016)","","","","","","c"
"MH216645","1752","Human","4 (HA)","","Canada","N","2017/03/20","Influenza B virus (B/Ontario/028/2017)","","","","","","nc"
"MG910929","1752","Human","4 (HA)","","Canada","N","2018/01/11","Influenza B virus (B/Ontario/028/2018)","","","","","","nc"
"MF195838","1817","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/Ontario/029/2016)","","","","","","c"
"MH216646","1752","Human","4 (HA)","","Canada","N","2017/03/20","Influenza B virus (B/Ontario/029/2017)","","","","","","nc"
"KP864193","1057","Human","4 (HA)","","Canada","N","2014/02/10","Influenza B virus (B/Ontario/03/2014)","","","","","","p"
"MF195839","1797","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/Ontario/030/2016)","","","","","","c"
"MH216647","1752","Human","4 (HA)","","Canada","N","2017/03/21","Influenza B virus (B/Ontario/030/2017)","","","","","","nc"
"JQ943662","1495","Human","6 (NA)","","Canada","N","2011/04/10","Influenza B virus (B/Ontario/0305509/2011)","","","","","","c"
"MF195840","1784","Human","4 (HA)","","Canada","N","2016/02/23","Influenza B virus (B/Ontario/031/2016)","","","","","","c"
"MH216648","1752","Human","4 (HA)","","Canada","N","2017/03/21","Influenza B virus (B/Ontario/031/2017)","","","","","","nc"
"MG910932","1752","Human","4 (HA)","","Canada","N","2018/01/10","Influenza B virus (B/Ontario/031/2018)","","","","","","nc"
"JQ340370","1674","Human","6 (NA)","","Canada","N","2011/04/12","Influenza B virus (B/Ontario/0315667/2011)","","","","","","c"
"MF195841","1771","Human","4 (HA)","","Canada","N","2016/02/24","Influenza B virus (B/Ontario/032/2016)","","","","","","c"
"MG910933","1752","Human","4 (HA)","","Canada","N","2018/01/09","Influenza B virus (B/Ontario/032/2018)","","","","","","nc"
"MH216650","1752","Human","4 (HA)","","Canada","N","2017/03/24","Influenza B virus (B/Ontario/033/2017)","","","","","","nc"
"MF195842","1795","Human","4 (HA)","","Canada","N","2016/02/24","Influenza B virus (B/Ontario/034/2016)","","","","","","c"
"JQ943661","1494","Human","6 (NA)","","Canada","N","2011/04/23","Influenza B virus (B/Ontario/0345100/2011)","","","","","","c"
"MF195843","1820","Human","4 (HA)","","Canada","N","2016/02/23","Influenza B virus (B/Ontario/035/2016)","","","","","","c"
"MH216652","1752","Human","4 (HA)","","Canada","N","2017/04/04","Influenza B virus (B/Ontario/035/2017)","","","","","","nc"
"MG910936","1707","Human","4 (HA)","","Canada","N","2018/01/11","Influenza B virus (B/Ontario/035/2018)","","","","","","p"
"JQ943660","1553","Human","6 (NA)","","Canada","N","2011/04/28","Influenza B virus (B/Ontario/0352600/2011)","","","","","","c"
"MF195844","1771","Human","4 (HA)","","Canada","N","2016/02/25","Influenza B virus (B/Ontario/036/2016)","","","","","","c"
"MG910937","1707","Human","4 (HA)","","Canada","N","2018/01/13","Influenza B virus (B/Ontario/036/2018)","","","","","","p"
"MG910938","1752","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/037/2018)","","","","","","nc"
"MF195846","1770","Human","4 (HA)","","Canada","N","2016/02/29","Influenza B virus (B/Ontario/038/2016)","","","","","","c"
"MF195847","1770","Human","4 (HA)","","Canada","N","2016/02/29","Influenza B virus (B/Ontario/039/2016)","","","","","","c"
"KP864194","1057","Human","4 (HA)","","Canada","N","2014/02/18","Influenza B virus (B/Ontario/04/2014)","","","","","","p"
"MH603754","1752","Human","4 (HA)","","Canada","N","2018/01/05","Influenza B virus (B/Ontario/040/2018)","","","","","","nc"
"MF195850","1770","Human","4 (HA)","","Canada","N","2016/03/01","Influenza B virus (B/Ontario/042/2016)","","","","","","c"
"MG910941","1752","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/043/2018)","","","","","","nc"
"MF195852","1774","Human","4 (HA)","","Canada","N","2016/03/01","Influenza B virus (B/Ontario/044/2016)","","","","","","c"
"MG910942","1707","Human","4 (HA)","","Canada","N","2018/01/08","Influenza B virus (B/Ontario/044/2018)","","","","","","p"
"MF195853","1770","Human","4 (HA)","","Canada","N","2016/03/02","Influenza B virus (B/Ontario/046/2016)","","","","","","c"
"MG910943","1707","Human","4 (HA)","","Canada","N","2018/01/09","Influenza B virus (B/Ontario/046/2018)","","","","","","p"
"MF195854","1771","Human","4 (HA)","","Canada","N","2016/03/02","Influenza B virus (B/Ontario/047/2016)","","","","","","c"
"MH603755","1752","Human","4 (HA)","","Canada","N","2018/01/10","Influenza B virus (B/Ontario/047/2018)","","","","","","nc"
"KP864195","1057","Human","4 (HA)","","Canada","N","2014/02/11","Influenza B virus (B/Ontario/05/2014)","","","","","","p"
"MH603747","1749","Human","4 (HA)","","Canada","N","2018/01/11","Influenza B virus (B/Ontario/050/2018)","","","","","","nc"
"MF195858","1771","Human","4 (HA)","","Canada","N","2016/03/06","Influenza B virus (B/Ontario/051/2016)","","","","","","c"
"MF195860","1782","Human","4 (HA)","","Canada","N","2016/03/07","Influenza B virus (B/Ontario/053/2016)","","","","","","c"
"MF195861","1774","Human","4 (HA)","","Canada","N","2016/03/03","Influenza B virus (B/Ontario/057/2016)","","","","","","c"
"MF195862","1771","Human","4 (HA)","","Canada","N","2016/03/07","Influenza B virus (B/Ontario/059/2016)","","","","","","c"
"MH613837","855","Human","4 (HA)","","Canada","N","2014/02/19","Influenza B virus (B/Ontario/06/2014)","","","","","","p"
"MF195864","1758","Human","4 (HA)","","Canada","N","2016/03/08","Influenza B virus (B/Ontario/062/2016)","","","","","","c"
"MF195865","1773","Human","4 (HA)","","Canada","N","2016/03/09","Influenza B virus (B/Ontario/063/2016)","","","","","","c"
"MF195867","1771","Human","4 (HA)","","Canada","N","2016/03/08","Influenza B virus (B/Ontario/065/2016)","","","","","","c"
"MF195868","1779","Human","4 (HA)","","Canada","N","2016/03/09","Influenza B virus (B/Ontario/066/2016)","","","","","","c"
"MF195870","1782","Human","4 (HA)","","Canada","N","2016/03/10","Influenza B virus (B/Ontario/069/2016)","","","","","","c"
"KP864216","983","Human","4 (HA)","","Canada","N","2014/02/22","Influenza B virus (B/Ontario/07/2014)","","","","","","p"
"MF195871","1782","Human","4 (HA)","","Canada","N","2016/03/08","Influenza B virus (B/Ontario/070/2016)","","","","","","c"
"MF195873","1758","Human","4 (HA)","","Canada","N","2016/03/11","Influenza B virus (B/Ontario/073/2016)","","","","","","c"
"MH603756","1752","Human","4 (HA)","","Canada","N","2018/01/18","Influenza B virus (B/Ontario/074/2018)","","","","","","nc"
"MF195877","1811","Human","4 (HA)","","Canada","N","2016/03/11","Influenza B virus (B/Ontario/078/2016)","","","","","","c"
"MH603776","1752","Human","4 (HA)","","Canada","N","2018/01/15","Influenza B virus (B/Ontario/078/2018)","","","","","","nc"
"MF195878","1821","Human","4 (HA)","","Canada","N","2016/03/15","Influenza B virus (B/Ontario/079/2016)","","","","","","c"
"KP864200","1057","Human","4 (HA)","","Canada","N","2014/02/22","Influenza B virus (B/Ontario/08/2014)","","","","","","p"
"MF195879","1802","Human","4 (HA)","","Canada","N","2016/03/14","Influenza B virus (B/Ontario/080/2016)","","","","","","c"
"MF195880","1771","Human","4 (HA)","","Canada","N","2016/03/16","Influenza B virus (B/Ontario/081/2016)","","","","","","c"
"MF195881","1538","Human","4 (HA)","","Canada","N","2016/03/15","Influenza B virus (B/Ontario/082/2016)","","","","","","p"
"MF195882","1816","Human","4 (HA)","","Canada","N","2016/03/15","Influenza B virus (B/Ontario/083/2016)","","","","","","c"
"MF195883","1782","Human","4 (HA)","","Canada","N","2016/03/17","Influenza B virus (B/Ontario/084/2016)","","","","","","c"
"MF195884","1771","Human","4 (HA)","","Canada","N","2016/03/21","Influenza B virus (B/Ontario/087/2016)","","","","","","c"
"MH613834","570","Human","4 (HA)","","Canada","N","2014/02/24","Influenza B virus (B/Ontario/09/2014)","","","","","","p"
"MF195887","1813","Human","4 (HA)","","Canada","N","2016/03/18","Influenza B virus (B/Ontario/094/2016)","","","","","","c"
"MF195888","1061","Human","4 (HA)","","Canada","N","2016/03/23","Influenza B virus (B/Ontario/095/2016)","","","","","","p"
"MF195889","1781","Human","4 (HA)","","Canada","N","2016/03/28","Influenza B virus (B/Ontario/096/2016)","","","","","","c"
"MF195890","1784","Human","4 (HA)","","Canada","N","2016/03/29","Influenza B virus (B/Ontario/097/2016)","","","","","","c"
"MF195891","1771","Human","4 (HA)","","Canada","N","2016/03/29","Influenza B virus (B/Ontario/098/2016)","","","","","","c"
"MF195892","1773","Human","4 (HA)","","Canada","N","2016/03/28","Influenza B virus (B/Ontario/099/2016)","","","","","","c"
"KU729572","1781","Human","4 (HA)","","Canada","N","2015/01/14","Influenza B virus (B/Ontario/1/2015)","","","","","","c"
"KU729580","1781","Human","4 (HA)","","Canada","N","2015/02/12","Influenza B virus (B/Ontario/10/2015)","","","","","","c"
"MF195893","1807","Human","4 (HA)","","Canada","N","2016/03/28","Influenza B virus (B/Ontario/100/2016)","","","","","","c"
"MF195894","1814","Human","4 (HA)","","Canada","N","2016/03/29","Influenza B virus (B/Ontario/101/2016)","","","","","","c"
"MH603701","1752","Human","4 (HA)","","Canada","N","2018/01/22","Influenza B virus (B/Ontario/102/2018)","","","","","","nc"
"MF195896","1799","Human","4 (HA)","","Canada","N","2016/03/30","Influenza B virus (B/Ontario/103/2016)","","","","","","c"
"MF195897","1810","Human","4 (HA)","","Canada","N","2016/03/30","Influenza B virus (B/Ontario/104/2016)","","","","","","c"
"MF195898","1771","Human","4 (HA)","","Canada","N","2016/03/30","Influenza B virus (B/Ontario/105/2016)","","","","","","c"
"MF195899","1776","Human","4 (HA)","","Canada","N","2016/03/31","Influenza B virus (B/Ontario/106/2016)","","","","","","c"
"KC478993","1564","Human","6 (NA)","","Canada","N","2011/12/06","Influenza B virus (B/Ontario/1060343/2011)","","","","","","c"
"KC478992","1561","Human","6 (NA)","","Canada","N","2011/12/06","Influenza B virus (B/Ontario/1060350/2011)","","","","","","c"
"MF195900","1799","Human","4 (HA)","","Canada","N","2016/03/31","Influenza B virus (B/Ontario/108/2016)","","","","","","c"
"MF195901","1792","Human","4 (HA)","","Canada","N","2016/04/06","Influenza B virus (B/Ontario/109/2016)","","","","","","c"
"KP864217","987","Human","4 (HA)","","Canada","N","2014/02/24","Influenza B virus (B/Ontario/11/2014)","","","","","","p"
"KU729582","1781","Human","4 (HA)","","Canada","N","2015/02/23","Influenza B virus (B/Ontario/11/2015)","","","","","","c"
"MF195904","1822","Human","4 (HA)","","Canada","N","2016/04/12","Influenza B virus (B/Ontario/112/2016)","","","","","","c"
"MH603718","1752","Human","4 (HA)","","Canada","N","2018/01/23","Influenza B virus (B/Ontario/112/2018)","","","","","","nc"
"KC479006","1487","Human","6 (NA)","","Canada","N","2011/12/25","Influenza B virus (B/Ontario/1126626/2011)","","","","","","c"
"MF195905","1784","Human","4 (HA)","","Canada","N","2016/04/11","Influenza B virus (B/Ontario/113/2016)","","","","","","c"
"MF195907","1758","Human","4 (HA)","","Canada","N","2016/04/12","Influenza B virus (B/Ontario/115/2016)","","","","","","c"
"MF195908","1774","Human","4 (HA)","","Canada","N","2016/04/12","Influenza B virus (B/Ontario/116/2016)","","","","","","c"
"MF195909","1771","Human","4 (HA)","","Canada","N","2016/04/15","Influenza B virus (B/Ontario/117/2016)","","","","","","c"
"MF195910","1773","Human","4 (HA)","","Canada","N","2016/04/15","Influenza B virus (B/Ontario/118/2016)","","","","","","c"
"MF195911","1758","Human","4 (HA)","","Canada","N","2016/04/18","Influenza B virus (B/Ontario/119/2016)","","","","","","c"
"KP864210","994","Human","4 (HA)","","Canada","N","2014/02/24","Influenza B virus (B/Ontario/12/2014)","","","","","","p"
"KU729583","1757","Human","4 (HA)","","Canada","N","2015/02/25","Influenza B virus (B/Ontario/12/2015)","","","","","","p"
"MF195912","1771","Human","4 (HA)","","Canada","N","2016/04/18","Influenza B virus (B/Ontario/120/2016)","","","","","","c"
"MF195913","1773","Human","4 (HA)","","Canada","N","2016/04/20","Influenza B virus (B/Ontario/121/2016)","","","","","","c"
"MF195914","1771","Human","4 (HA)","","Canada","N","2016/04/19","Influenza B virus (B/Ontario/122/2016)","","","","","","c"
"MF195917","1774","Human","4 (HA)","","Canada","N","2016/04/22","Influenza B virus (B/Ontario/125/2016)","","","","","","c"
"MF195918","1794","Human","4 (HA)","","Canada","N","2016/04/25","Influenza B virus (B/Ontario/126/2016)","","","","","","c"
"MF195919","1774","Human","4 (HA)","","Canada","N","2016/04/26","Influenza B virus (B/Ontario/127/2016)","","","","","","c"
"MF195920","1771","Human","4 (HA)","","Canada","N","2016/04/27","Influenza B virus (B/Ontario/129/2016)","","","","","","c"
"KP864214","1057","Human","4 (HA)","","Canada","N","2014/02/27","Influenza B virus (B/Ontario/13/2014)","","","","","","p"
"MH603724","1752","Human","4 (HA)","","Canada","N","2018/01/29","Influenza B virus (B/Ontario/130/2018)","","","","","","nc"
"JN632582","1569","Human","6 (NA)","","Canada","N","2011/02/02","Influenza B virus (B/Ontario/13040/2011)","","","","","","c"
"KP864212","1057","Human","4 (HA)","","Canada","N","2014/02/27","Influenza B virus (B/Ontario/14/2014)","","","","","","p"
"MH613840","1784","Human","4 (HA)","","Canada","N","2015/03/09","Influenza B virus (B/Ontario/14/2015)","","","","","","c"
"MH603777","1752","Human","4 (HA)","","Canada","N","2018/02/01","Influenza B virus (B/Ontario/140/2018)","","","","","","nc"
"KP864218","1022","Human","4 (HA)","","Canada","N","2014/03/03","Influenza B virus (B/Ontario/15/2014)","","","","","","p"
"KU729585","1757","Human","4 (HA)","","Canada","N","2015/03/09","Influenza B virus (B/Ontario/15/2015)","","","","","","p"
"KP864201","1057","Human","4 (HA)","","Canada","N","2014/03/04","Influenza B virus (B/Ontario/16/2014)","","","","","","p"
"KU729586","1781","Human","4 (HA)","","Canada","N","2015/03/10","Influenza B virus (B/Ontario/16/2015)","","","","","","c"
"KP864206","1057","Human","4 (HA)","","Canada","N","2014/03/05","Influenza B virus (B/Ontario/17/2014)","","","","","","p"
"KP864219","1032","Human","4 (HA)","","Canada","N","2014/03/04","Influenza B virus (B/Ontario/18/2014)","","","","","","p"
"KU729588","1781","Human","4 (HA)","","Canada","N","2015/03/09","Influenza B virus (B/Ontario/18/2015)","","","","","","c"
"MH603746","1752","Human","4 (HA)","","Canada","N","2018/02/15","Influenza B virus (B/Ontario/182/2018)","","","","","","nc"
"KP864202","1057","Human","4 (HA)","","Canada","N","2014/03/05","Influenza B virus (B/Ontario/19/2014)","","","","","","p"
"KU729589","1781","Human","4 (HA)","","Canada","N","2015/03/11","Influenza B virus (B/Ontario/19/2015)","","","","","","c"
"KU729573","1781","Human","4 (HA)","","Canada","N","2015/01/23","Influenza B virus (B/Ontario/2/2015)","","","","","","c"
"KP864220","993","Human","4 (HA)","","Canada","N","2014/03/04","Influenza B virus (B/Ontario/20/2014)","","","","","","p"
"KU729590","1757","Human","4 (HA)","","Canada","N","2015/03/10","Influenza B virus (B/Ontario/20/2015)","","","","","","p"
"KP864207","1057","Human","4 (HA)","","Canada","N","2014/03/09","Influenza B virus (B/Ontario/21/2014)","","","","","","p"
"KU729591","1781","Human","4 (HA)","","Canada","N","2015/03/17","Influenza B virus (B/Ontario/21/2015)","","","","","","c"
"KP864208","1057","Human","4 (HA)","","Canada","N","2014/03/07","Influenza B virus (B/Ontario/22/2014)","","","","","","p"
"MH613841","1760","Human","4 (HA)","","Canada","N","2015/03/29","Influenza B virus (B/Ontario/22/2015)","","","","","","p"
"MH603748","1752","Human","4 (HA)","","Canada","N","2018/01/30","Influenza B virus (B/Ontario/225/2018)","","","","","","nc"
"KP864221","1022","Human","4 (HA)","","Canada","N","2014/03/07","Influenza B virus (B/Ontario/23/2014)","","","","","","p"
"KU729607","1781","Human","4 (HA)","","Canada","N","2015/03/27","Influenza B virus (B/Ontario/23/2015)","","","","","","c"
"KP864213","1057","Human","4 (HA)","","Canada","N","2014/03/09","Influenza B virus (B/Ontario/24/2014)","","","","","","p"
"KU729592","1781","Human","4 (HA)","","Canada","N","2015/04/07","Influenza B virus (B/Ontario/24/2015)","","","","","","c"
"MH603723","1743","Human","4 (HA)","","Canada","N","2018/02/06","Influenza B virus (B/Ontario/246/2018)","","","","","","p"
"KP864203","1009","Human","4 (HA)","","Canada","N","2014/03/11","Influenza B virus (B/Ontario/25/2014)","","","","","","p"
"KU729593","1781","Human","4 (HA)","","Canada","N","2015/04/08","Influenza B virus (B/Ontario/25/2015)","","","","","","c"
"KP864222","996","Human","4 (HA)","","Canada","N","2014/03/17","Influenza B virus (B/Ontario/26/2014)","","","","","","p"
"KU729594","1757","Human","4 (HA)","","Canada","N","2015/04/10","Influenza B virus (B/Ontario/26/2015)","","","","","","p"
"MH603716","1752","Human","4 (HA)","","Canada","N","2018/02/16","Influenza B virus (B/Ontario/262/2018)","","","","","","nc"
"KP864223","1012","Human","4 (HA)","","Canada","N","2014/03/18","Influenza B virus (B/Ontario/27/2014)","","","","","","p"
"KU729595","1781","Human","4 (HA)","","Canada","N","2015/04/13","Influenza B virus (B/Ontario/27/2015)","","","","","","c"
"MH603728","1752","Human","4 (HA)","","Canada","N","2018/02/22","Influenza B virus (B/Ontario/277/2018)","","","","","","nc"
"KP864211","1057","Human","4 (HA)","","Canada","N","2014/03/19","Influenza B virus (B/Ontario/28/2014)","","","","","","p"
"KU729596","1781","Human","4 (HA)","","Canada","N","2015/04/14","Influenza B virus (B/Ontario/28/2015)","","","","","","c"
"KP864224","1006","Human","4 (HA)","","Canada","N","2014/03/19","Influenza B virus (B/Ontario/29/2014)","","","","","","p"
"KU729597","1781","Human","4 (HA)","","Canada","N","2015/04/14","Influenza B virus (B/Ontario/29/2015)","","","","","","c"
"KU729574","1781","Human","4 (HA)","","Canada","N","2015/01/24","Influenza B virus (B/Ontario/3/2015)","","","","","","c"
"KP864198","1057","Human","4 (HA)","","Canada","N","2014/03/23","Influenza B virus (B/Ontario/30/2014)","","","","","","p"
"KU729598","1781","Human","4 (HA)","","Canada","N","2015/04/15","Influenza B virus (B/Ontario/30/2015)","","","","","","c"
"MG910948","1752","Human","4 (HA)","","Canada","N","2017/12/18","Influenza B virus (B/Ontario/302/2017)","","","","","","nc"
"MG910949","1752","Human","4 (HA)","","Canada","N","2017/12/19","Influenza B virus (B/Ontario/303/2017)","","","","","","nc"
"MG910950","1752","Human","4 (HA)","","Canada","N","2017/12/19","Influenza B virus (B/Ontario/304/2017)","","","","","","nc"
"MG910951","1752","Human","4 (HA)","","Canada","N","2017/12/20","Influenza B virus (B/Ontario/305/2017)","","","","","","nc"
"MG910954","1752","Human","4 (HA)","","Canada","N","2017/12/26","Influenza B virus (B/Ontario/308/2017)","","","","","","nc"
"MG910955","1707","Human","4 (HA)","","Canada","N","2017/12/26","Influenza B virus (B/Ontario/309/2017)","","","","","","p"
"KP864225","1014","Human","4 (HA)","","Canada","N","2014/03/23","Influenza B virus (B/Ontario/31/2014)","","","","","","p"
"KU729599","1781","Human","4 (HA)","","Canada","N","2015/04/10","Influenza B virus (B/Ontario/31/2015)","","","","","","c"
"MG910745","1749","Human","4 (HA)","","Canada","N","2017/12/27","Influenza B virus (B/Ontario/311/2017)","","","","","","nc"
"MH603688","1749","Human","4 (HA)","","Canada","N","2018/02/20","Influenza B virus (B/Ontario/311/2018)","","","","","","nc"
"MG910956","1752","Human","4 (HA)","","Canada","N","2017/12/27","Influenza B virus (B/Ontario/312/2017)","","","","","","nc"
"MG910957","1752","Human","4 (HA)","","Canada","N","2017/12/27","Influenza B virus (B/Ontario/313/2017)","","","","","","nc"
"MG910958","1752","Human","4 (HA)","","Canada","N","2017/12/21","Influenza B virus (B/Ontario/314/2017)","","","","","","nc"
"MG910959","1752","Human","4 (HA)","","Canada","N","2017/12/19","Influenza B virus (B/Ontario/315/2017)","","","","","","nc"
"MG910960","1677","Human","4 (HA)","","Canada","N","2017/12/20","Influenza B virus (B/Ontario/316/2017)","","","","","","p"
"MG910962","1707","Human","4 (HA)","","Canada","N","2017/12/27","Influenza B virus (B/Ontario/319/2017)","","","","","","p"
"KP864226","985","Human","4 (HA)","","Canada","N","2014/03/18","Influenza B virus (B/Ontario/32/2014)","","","","","","p"
"KU729600","1781","Human","4 (HA)","","Canada","N","2015/04/20","Influenza B virus (B/Ontario/32/2015)","","","","","","c"
"MG910964","1752","Human","4 (HA)","","Canada","N","2017/12/28","Influenza B virus (B/Ontario/321/2017)","","","","","","nc"
"MG910965","1752","Human","4 (HA)","","Canada","N","2017/12/12","Influenza B virus (B/Ontario/322/2017)","","","","","","nc"
"MG910968","1707","Human","4 (HA)","","Canada","N","2017/12/28","Influenza B virus (B/Ontario/325/2017)","","","","","","p"
"MH603771","1752","Human","4 (HA)","","Canada","N","2018/03/08","Influenza B virus (B/Ontario/326/2018)","","","","","","nc"
"KP864227","993","Human","4 (HA)","","Canada","N","2014/03/24","Influenza B virus (B/Ontario/33/2014)","","","","","","p"
"KU729601","1781","Human","4 (HA)","","Canada","N","2015/04/21","Influenza B virus (B/Ontario/33/2015)","","","","","","c"
"KP864228","986","Human","4 (HA)","","Canada","N","2014/03/24","Influenza B virus (B/Ontario/34/2014)","","","","","","p"
"KU729602","1781","Human","4 (HA)","","Canada","N","2015/03/31","Influenza B virus (B/Ontario/34/2015)","","","","","","c"
"MH603745","1752","Human","4 (HA)","","Canada","N","2018/04/18","Influenza B virus (B/Ontario/340/2018)","","","","","","nc"
"MH603702","1740","Human","4 (HA)","","Canada","N","2018/04/17","Influenza B virus (B/Ontario/341/2018)","","","","","","p"
"MH603767","1752","Human","4 (HA)","","Canada","N","2018/01/22","Influenza B virus (B/Ontario/342/2018)","","","","","","nc"
"KP864229","1018","Human","4 (HA)","","Canada","N","2014/03/25","Influenza B virus (B/Ontario/35/2014)","","","","","","p"
"KU729603","1781","Human","4 (HA)","","Canada","N","2015/04/22","Influenza B virus (B/Ontario/35/2015)","","","","","","c"
"KP864199","1057","Human","4 (HA)","","Canada","N","2014/03/26","Influenza B virus (B/Ontario/36/2014)","","","","","","p"
"KP864209","1006","Human","4 (HA)","","Canada","N","2014/03/26","Influenza B virus (B/Ontario/37/2014)","","","","","","p"
"KU729605","1781","Human","4 (HA)","","Canada","N","2015/04/21","Influenza B virus (B/Ontario/37/2015)","","","","","","c"
"KP864230","992","Human","4 (HA)","","Canada","N","2014/03/26","Influenza B virus (B/Ontario/38/2014)","","","","","","p"
"KU729606","1781","Human","4 (HA)","","Canada","N","2015/04/27","Influenza B virus (B/Ontario/38/2015)","","","","","","c"
"KP864231","1051","Human","4 (HA)","","Canada","N","2014/03/24","Influenza B virus (B/Ontario/39/2014)","","","","","","p"
